maxdepth,elevation_m,lake_area_m2,B2,B3,B4,B5,B6,B7,B10,B11
2.079,437.2349854,1898006.064,10043,8883,7932,8144,5579,5439,19221,18035
6.4008,464.5299988,100940.883,15930.5,15264,16018,16828,7969.5,7733,17530.5,16834.5
27.4,326.822998,1630065.306,16227,15291,16420,17141,8035,7725,13905,13856
11.3,274.9379883,9141622.804,13018,11876,11191,11805,6164,5863,17984,17150
25.9,300.8999939,3178108.295,11249.5,10449,11009,18480.5,11755.5,8987.5,21642,19870.5
26.8,370.5119934,957392.3289,11371.5,10611,10308.5,12757.5,6722.5,6533,16981,16295.5
5.8,447.2280273,288710.9426,12427.5,11230.5,11367,11486,7098,6993.5,15796,15228
13.1064,539.0830078,153864.9917,11113,10278.5,10192,12742.5,9268,7480,12497.5,12552
9.1,417.7290039,2906927.205,12275.5,11201,11154,12198,7491,7380,13673,13636
8.5,157.8615265,13635.7577,9333.5,8329.5,7787.5,13341,9209.5,7186,19095,18149.5
6.7056,427.3320007,865563.641,11015,9858,9894.5,11010,7010.5,6283.5,17617,16898
12.8,417.875,767474.9502,12239.5,11003,11195,12391.5,6999,7161,16097.5,15122
14.6304,499.2829895,195714.8356,16355,15561,15612,17370,7934,7839,17802,17036
14,364.1069946,1581498.28,12250,11208.5,11394.5,12282.5,6775.5,6734,16612,16013
30.5,441.2099915,1184397.015,14497.5,13620,13494,14964.5,7761,7819.5,14424.5,14187
2.1336,354.4117737,99326.69752,14608.5,12779.5,12344,14039.5,7077.5,7166,17613.5,16630
2.7,423.0110168,1321284.508,12739.5,11554.5,11806,12446.5,7133,7246.5,14537.5,14322
7.9,293.1600037,205835.5215,11465,9918.5,9089.5,11482,6769.5,6153,22672.5,20946.5
21.3,564.9849854,3005499.336,14074,13148.5,13396,14712,6908.5,6896,13247.5,13037
5,368.3000183,10755349.13,13606,12143,12647,19766,13206,9471,18678,17222
8.8392,210.9179993,16754090.73,15706,14708,15047,16389,7810,7796,16872,16201
9.8,274.3187866,140341.0041,15047,14549,14574.5,19146,10724.5,7694,17509,16728.5
33.8328,283.088501,3499722.903,21042,19699,20532,21331,7109,7065,18350,17649
5.2,541.1425781,506612.9614,14514,13647,13949,14363,7548.5,7552.5,13867,13745.5
6.4008,508.0949707,148090.9251,13940,12927,13067,14296,7929,7985,16984,16417
8.5,267.9200134,46598.72091,10772,9281.5,8313.5,10254,6819,6456.5,22150,19416
21.3,396.1560059,225661240.5,11838.5,10548.5,10112,10624,6455.5,6254,17966,16941.5
19.8,404.8426514,30203157.5,10897,10145,9280,10623.5,6306.5,6296,19365,17791.5
6.3,81.33996582,158583.5426,11683.5,10846.5,11023,13250,8604.5,7598,18503.5,17181
13.716,265.7709961,140581.3163,10305.5,9057,8585,9223,7009.5,7226,16202,15418
29,349.3049927,1040586.497,12119.5,11052,11256.5,11758.5,6770,6580,15973.5,15473
3,498.2929688,2170086.033,10707.5,9970.5,9147,8120,5802,5698,19553.5,18578.5
9.8,370.8110046,171952.4349,13131,12149,12462,14078,7212,7075,15241,14915
11.6,372.0429993,2420477.237,14709,13813,13815,15946,7142,7158.5,14575,14530.5
11.3,369.2878418,570948.1182,16705,15181,16288,17932,7581,7683,15083,14330
3.9,463.6180115,94479.53118,19661,18522,18728,20427,9123,7699,15334,14668
11,242.2080078,31244.87611,17985,17094.5,17337,20250.5,10955.5,10011.5,20347,19289.5
5.8,287.2421265,615355.7066,12640,11794,11811,11535,7064,7086,17102,15970
8.5,188.4239807,818359.1837,9080.5,7912.5,7070,6803,5851,5548,23389.5,21604
10.3632,272.3629761,2480023.495,14617.5,12952,12978,15074.5,10042,8433,19911,18926
23,364.1219788,40075371.43,13450.5,11907.5,11963.5,13443,6703,6888,17146,16188.5
6.9,0,520474.6483,9542,8251,7139,6542,5453.5,5315,21289.5,19691
15.24,388.0390015,116742.124,14757.5,13591.5,13665,15501,6773.5,6900.5,18617.5,17753.5
4.6,147.690033,51036.85783,9180,8345,7243,6890,5873,5494,20532,19305
40.002,179.4282074,34864267.54,16067,15148,15240.5,20569.5,16508.5,13808.5,19723,18504.5
7.9,254.4032288,306331.9213,11907,10319,9535.5,12453.5,6255,6039.5,22289,20151.5
4.9,149.5681305,145514.6078,9691,9192,8526,18521,12471,8918,22212,20621
11.9,275.5765991,187134.9587,10996,9803,9161,9660,6266.5,6047.5,22083,20501.5
16.5,224.4989929,171279.8176,10744.5,9883,8792.5,11283.5,6965.5,6542.5,21367.5,19544.5
13.4112,222.673996,854558.6008,14690,13931,14485,20359,11169,7707,20020,18781
23.5,505.8619995,1044981.166,14262.5,13113,13375.5,14760.5,6752,6703,15927.5,15413
6.9,299.3639832,283289.6194,13548,12576,12501,13727.5,7046.5,7241,17110.5,16380.5
10.1,272.5190125,675943.0256,11017.5,9896.5,8821.5,11010.5,6193.5,5961,21021,19262.5
14.6304,402.8890076,3260891.809,13085,12003,12183.5,13287.5,7212.5,7026,18007,17115.5
20.1168,277.6270752,1437914.676,10922,9901.5,8893,9141.5,7167,6625,21450.5,19534.5
11.3,369.6290283,954853.7027,15642,14652,15378,17037,7376,7241,15232,14774
27.432,446.2809753,832315.1214,12328,11239,11131,12774,8137,7524,16011,15659
8.2296,501.6960144,896005.4024,13437,12231,12678,16606,9843,8610,13838,13654
18.6,201.9689941,1534680.7,13143.5,12230.5,12341.5,15703.5,9298,8354,17240,16585.5
12.8016,514.5029907,5047173.072,16310,15365,15877,17251,8039,7964,17148,16410
15.2,285.5231934,266899.946,10137,9358.5,8921,10714,6568,6335,21783,20014
8.5344,278.0379944,4533009.204,10271,8860,8034,8077,6634,6400,19636,18875
21.336,416.0549927,1707991.748,15412,14103,14265,16378,9866,8943,17125,16240
19.812,310.0799866,608144.3244,14508.5,13222,13148.5,14009.5,7884,7795.5,20927,19342
11.2776,269.7307739,234702.0214,14506.5,13700,13870,16553.5,7580,7719,17774,16892
11.3,421.6440125,320983.197,12729.5,11522.5,11745.5,12792.5,6980.5,7002.5,17357.5,16344.5
6.1,156.8652039,313879.0609,9384,8791,7527,6728,5665,5459,18193,16901
12.2,157.9090424,57150.55275,10627.5,9736,9866.5,16730.5,12540.5,8753,19289.5,18441
21.336,237.8903351,1046038.669,11121,9738,8931,10625,7830,7158,22588,20323
15.24,292.0799866,896075.5927,14205.5,13625.5,13117.5,15870.5,8420,8354.5,19918.5,18562.5
15.8496,273.9979858,204063.5437,15671,15007,14411,14998,7753,7522,16811,15388
11.8872,275.2488098,509443.6457,15465,14758,15205.5,17989.5,12139,9341.5,18843.5,18028.5
5.5,266.8999939,38127.26899,11322.5,10135.5,9294.5,10592.5,6015,5758.5,20850.5,18825
15.5,405.0090027,1043413.131,12401,11327,11518,12200,6874,7144,14498,13943
21.3,451.8970032,3114143.027,12455,11547,11935,14236,7891,7682,14109,13978
36.6,398.9710083,16328426.24,14675,13446,13416.5,14923,7097,7118,15918.5,15272
1.3,18.5340004,44414.70744,9001,7676,6930,6564,5873,5496,21748,19598
17.4,309.7600098,570019.8833,14742,13678,13321,15874,7379,7317,21286,19861
20.1168,25.56999969,956671.4366,12156,10926,10209,11805,7098,6833,19333,17697
11.8872,481.5969849,264197.0896,15966.5,14965.5,15000,17209.5,7665.5,7787,13496,13344.5
4,288.0549927,185207.9665,10372,9197,8995,10586,6552,6667,19531,17567
8.5344,448.9819946,8647867.981,12690,11814,12080,13116,7916,8104,18205,16861
11.2776,69.38999939,153339.5981,10995,10020,9676,12293,5779,5572,18413,17508
16.5,242.7325134,2291511.237,13893.5,12868.5,12934.5,17334.5,12752.5,10352,22480.5,20111.5
11.3,326.822998,95529.45274,15533,14566,15534,16360,8982,8835,13735,13960
11.26,272.7619629,6636399.3,15327,14181,13725,17806,13524,11752,17938,17250
12.8016,484.0499878,343174.4143,14110.5,12937.5,12811,13103,7232,6989.5,15186.5,14856
11.4,462.0789795,338449.5667,13355.5,12242.5,12732.5,13908,7086,7182.5,17211,16632
4.572,515.7030029,91720.50525,15172,14378,15213,16649,7785,7781,17178,16733
4.8,73.52000427,49868.68952,13685,13009,12077,13969,9159,7909,19406,17935
10.4,267.8299866,114579.4913,13248,12836,12515,15604,9068,7103,21202.5,19298
7.9,294.2000122,193821.0754,11155.5,10218.5,9616,11285,6819,6429,20940.5,19550.5
5.6,67.4489975,180447.4329,11249.5,10653,10723.5,22686,16561,12710.5,22480.5,20746
7.13,247.235733,720063.1274,14287,13439,13583,14968,8992,9079,17252,16326
18.288,294.1199951,2207757.128,13668,12525,12046.5,14464,7064.5,6879.5,21345.5,19820.5
7.62,241.2709961,310124.4765,13004,12028.5,11291.5,11094.5,6978,6565,19858.5,18660
14,378.1300049,1518121.725,15490.5,14612,15391.5,16913,7338.5,7533.5,13517,13252
7.56,365.3695679,3909454.248,20593,19988,20365,22367,8918,8850,17558,16707
4,401.2000122,36573.70304,14943,13999,13548,20076,8207,8217,15480,15162
6.2,219.8960114,3071686.537,10273,10321,9413,21409,15144,10144,22560,20148
4,297.0299988,43493513.48,12488,11937,11533,13299,6678,6291,17922,17113
1.524,494.2930298,130343.458,17007.5,16546.5,16873,20642,10874.5,9962,12428.5,12461
23.7744,260.7232666,3175343.959,10806,9949,9843,9326,6477,6100,22425,19959
18,427.2229919,609618.6989,13947,13014,12964,14413,7929,7963,13097,13124
11,245.2360077,1345399.895,13949.5,12941.5,12426.5,12776.5,7210,6748,17389,16745
9.8,202.5480042,1143752.746,16342,14925,15386,13614,7114,7034,20261,18223
4.572,502.6129761,210871.1281,14798,13726,14553,15260,7660,7722,17749,17087
5.81,345.3349915,363098.3168,14382,13440,14207.5,14668.5,7310,6854.5,16776,16147
21.336,259.8429871,365697.1241,13413.5,12414.5,12256.5,12385,6668.5,6321,17282.5,16431.5
10.0584,491.053009,189122.8763,15728,14781.5,15179.5,15791,7313.5,7385,18366,17517.5
11,260.3560181,484674.6936,9814,8827,8515,12741,9060.5,7054,20880,19689.5
20.1,272.0299988,341594.299,11570.5,10556,10296.5,11916,6047.5,5819.5,15564.5,15067
8.8,379.9599915,1700064.665,12092,10954,10526,12470,7441,7343,14713,14405
7.6,232.3430023,1006189.505,11168.5,10289,10567.5,19496.5,11268,8194.5,21453,19778
1.524,531.875,54755.41903,12633,11340,11483,12566,7454,7327,18322,17160
17.6784,285.8414307,908157.6392,12036,10307,9893,9688,6980,6533,20930,19166
10.9728,244.8053436,13050.5521,10859.5,9792,9383,10033,6290,6134.5,18973.5,17662
12.2,270.0603333,1467931.027,10327,9689,8850.5,9212,6329.5,5998,20173.5,19010
7.62,194.3170013,61051.52651,11671.5,10628.5,10531.5,12434,7818.5,7445.5,19450.5,17848
5.2,340.0110168,3039423.901,14383,13305,12983,12323,6610,6766,14639,13654
1.9812,197.2430115,1105272.51,9120,7855.5,7281.5,9744.5,7603,6653,20338.5,18995
7.3152,279.3918762,358826.2918,13458,12623.5,12091,13040,8610,8082.5,18539,17857
13.716,256.9300232,99753.59469,15021.5,14180.5,13985.5,17556.5,8189,8187.5,17792,17206
19.8,440.3316345,1622419.062,14153,12922,13101,13202,6324,6044,15511,14599
5.4864,247.8730011,179029.0408,16570,15325.5,15304.5,14208,6983.5,6669,21210,19228
3.7,274.9960022,665648.3183,18721,17680,17817,14629,6705,6922,17585,16679
3,310.0219727,9020480.137,9972.5,9235,9248,18627.5,10750.5,8700.5,21632,20065.5
3.6576,259.553009,1360533.754,17067,15576.5,15477,17940,8566,8536,20534,19034.5
9.144,381.9060059,1509406.272,14835,13487,12739,15889,7020,7279,19169,18379
24.384,235.9160004,194044.7122,9567,9453,7894.5,7662,6462,6261.5,21052,19339.5
5.4864,224,4859627.833,11728,10807,10506,11306,7113,7003,18928,17674
3.19,288.053009,71402.59908,11948,10672.5,10259,11441,6524,6473,20243,18852.5
8.2,290.2999878,272076.3337,12579,11609,10861.5,15263.5,7597.5,7230,21390,19935.5
18.3,518.9909668,2400596.559,12413,11513,11596,12770,6894,6705,13981,14028
9.4,331.184967,386416.8396,13912,12929,13301.5,12660,6799.5,6938.5,15588,14973.5
3.6576,384.0489807,967808.0771,17138.5,15767,16060,16828,6782.5,6770.5,18393.5,17694.5
8.2,339.6869812,437933.9455,13560,12795,12871,12734,6788,6949,16793,16178
6.4008,282.7903748,500688.8519,11725,10664,10277.5,11290,7361,6986.5,19630,18729.5
2.7432,221.4570007,2395141.404,14605,13447.5,13513,14029.5,7826.5,7766.5,15496,14714.5
34.4424,18.35000038,3793982.403,9603,7865,7285,8198,5921,5904,19600,18451
4.572,263.6750183,159378.1871,11501,10450,9515,17676,10762,7976,20879,19894
3.048,438.2529907,69076.7973,18597,17261,16713,22399,10296,10076,16178,15752
1.4,31.52546501,99321.65866,10085,9094,8123,9510,7567,6289,19885,18663
1.8,21.3932209,150087.4426,9783.5,8500.5,7929.5,10671.5,7432.5,6709,21569,19973.5
10.3632,386.0339966,480815.8488,15815,14590,14726,15857,8085,8120,17358,16787
14,258.9229736,993945.9445,11397.5,10386.5,9598,11704,7344,7281,19729.5,18152.5
22.5552,275.0899963,948585.2979,12951.5,11780.5,11397.5,12942.5,7034,7095.5,18857.5,16612
4.2672,375.1959839,103005.1809,9866,9049,8234,14461,9067,7576,18424,17643
10.0584,373.6332397,37157.53086,15786.5,15388.5,15065.5,18310.5,7268.5,7384.5,17345.5,16501
10.3632,465.6119995,1033394.861,15443,14974,15321,16173,7561,7531,16966,16407
6.7,266.7099915,46506.50754,12080.5,10784,10191.5,9984,6074,5931,19955,18461
10,325.142334,155768.9313,10295,9315,9128,14433,11137,8490,20034,17915
6.4008,498.3551025,47807.93578,14978,14303,14409,15991,7588,7665,16331,16017
5.1816,322.4919739,119926.7286,16784.5,15859.5,16338,18038,7566.5,7253.5,17140,16407.5
11.3,469.9130249,638013.5147,13428,12256,12766,14019,8082,7881,13738,13658
11,315.0269775,354742.8484,11644.5,10865,10105,12231,7004,6874.5,17571.5,16771.5
8.5,227.9338531,147333.9069,10585,9381,9212,9109,6262,6091,22778,20670
2.7,313.9960022,5217799.997,9186,8309.5,7513.5,7255.5,6300.5,6110,20674.5,19208.5
8.8,398.039978,571742.3531,11720,10282,10410,11120,7137,7194,15281,14415
16.764,249.897995,624482.8281,14231,14185,13497,16671,8277,8206,19970,19033
11.8872,450.5107117,184917.1391,16209,15953,16843,19095,8604,7575,16627,16127
8.21,252.4560089,278068.6588,9664.5,8497,8071,8261.5,6166,6040,20715.5,19345.5
14.9352,477.0169678,239814.0856,16474,16063,17219,17407,8243,7612,16840,16228
9.1,302.7579956,634030.5285,10511,10167,9417.5,11379,6424.5,6456.5,18313,17243.5
1.5,6.324488163,105899.1998,9653,8919,7884,16116,11162,8427,21495,20124
12.2,412.9556274,2365255.295,11152,10322,9442,11190,6031,6036,20698.5,19264
1.2,7.277984142,132343.6954,9497,8847,7645,14823,10118,7363,22108,20036
11.8872,468.1990051,1286997.603,16385,15192,15422,15268,8104,8127,16729,16159
12.5,406.834137,2950919.42,11888,10438.5,9978.5,11319.5,6488.5,6571,18060,17019.5
2.4384,287.1079407,27964.69714,10903,9725,9200.5,11742.5,7079,6602,20648,19359
9.4488,114.4541931,117589.7784,20407,19852.5,20217.5,22028.5,9456,9090,17861.5,17108
3.3528,291.8720093,64896.31105,14780,13982.5,14098,20562,11473,9089,15191,14735
7.9248,477.6279907,775437.6022,16178,15538,16508,16676,7503,7761,17788,17050
2.1,241.5729675,113208.4659,12713.5,11690,11465,14451,7159.5,7296,21113,19011.5
3.3528,259.553009,4459826.841,13721,12538,12007,11462,7898,7559.5,20294,18905
22,421.4360046,3291581.004,13572,12474.5,12559.5,13584.5,7202,6841.5,16872,15975.5
21.6408,265.4579773,1029428.555,12831,11639,11888,13091,7876,7242,16287,15513
15.24,257.8226929,184747.2969,13719,12884,12396,18108,7161,7360,17434,16593
6.7,219.9019928,945680.6351,12324.5,11132,10996.5,12807,8532.5,7854,20063,18828
10.668,477.9979858,260664.5524,12909,12090,12192,13700,7323,7384,16992,16613
7.0104,378.1549988,121629.2027,19889.5,18773.5,18849.5,22218,9793.5,9626.5,15847.5,15326
2.1,332.9549866,1029701.475,16849,15870,17110,17758,8292,7851,13879,13724
10.7,408.2390137,1697871.864,11604,10726,10146,14560,9021,7710,14629,14296
5.4864,344.4109802,3786420.961,11636,10808,10489,11783,7143,7176,18925,17717
4.1,330.2978516,7752952.933,12104,11300,10483,10210,6936,6594,18383,17626
4.8768,258.9015503,111603.5484,15460.5,14286.5,14768,17505,9521.5,9231,15463.5,14825.5
16.5,291.0899963,133437.1908,13179.5,11736.5,11197.5,16113,8229,7682.5,20733,19265.5
4.9,408.6675415,2673982.596,13015,11942,12133,12555,6515,6177,17788,16772
9.144,373.6480103,407923.0146,15039,14310,15554,16663,7509,7486,15954,15247
22.3,416.6384277,1026195.749,13659,12579.5,12598.5,15122.5,7205.5,7275,17280,15964.5
6.4008,441.9660034,613379.996,14124,13242,13495,17763,7015,7226,17252,16229
7,249.056076,42538.64611,11315.5,10208,9671,10568,8626.5,7845,20239.5,18821
6.5,297.25,2090701.834,10267,9151,8750,9835.5,6697,6437.5,20383,19059
25.3,423.9230042,813092.2627,12554,11394,11609,12561,7681,7625,13636,13368
14.3,282.026001,991316.7203,10090,8835,7999,13522,9149,6920,15829,15249
9.1,398.3260193,902893.5928,12061,11009.5,10338.5,13010.5,7038.5,6847,16628,15921.5
24.4,414.1808167,993734.4706,16993,16002,17022,17303,6346,6270,21403,19661
4.2672,497.7000122,181458.6331,10391.5,9299,8941,14917.5,9408.5,7553.5,18564,17757
7.9248,491.0429993,438434.5645,16207,15249,15042,16298,7759,7720,17681,16997
11.3,297.2879944,729081.813,11218,10626.5,9466,11092.5,6800.5,6867,17541,16816
2.4,270.0499878,111430.2621,14999,14181,14097,16527.5,6907.5,7018,19460,18390.5
4.3,427.8700256,492424.1728,15751,14642,15712.5,16971.5,8156.5,7808.5,14072,13681.5
9.144,424.3120117,327072.2896,19171,18211,18740,19980,7764,7849,14935,14709
1.7,298.4809875,40852965.44,10922,10394,10397,15628,9673.5,7916.5,19176.5,17760.5
11.6,392.8999939,46401169.85,15225,14454,15176,15547,6814,6981,16148,15854
2,203.1431885,23187.42794,10208,9241,8570,14461,11382,8070,21942,19930
11.5,266.7520142,123135.4891,10189,9824,9479,11279,6674,6439,19700,17245
9.1,287.4639893,705309.1177,15390,14516,14643,16115,6993,7207,16298,15431
6.096,392.3089905,57878.73555,14574,13786,14069,16087,8396,8428,15660,15416
14.6,277.9199829,2831236.725,10415,9609.5,9185,15972,10358,7774.5,12884,12943.5
4,427.5309753,731804.0092,14129,13225,13318,14581,7927,7919,14757,14448
21.0312,219.9320068,883444.2677,18888,17987,18624,20316,8195,8172,20312,19290
1.2,3.071000099,89041.6845,9628,8512.5,7668.5,7357.5,5727,5500,22715,20787.5
2.4,351.4179993,340672.0203,14487,13336,13916,14962,7180.5,7046,16323.5,15525
28.956,285.7219849,351138.9535,11398,10614.5,10684.5,16378,11061.5,8986,18203,17405
13.7,388.5100098,3216725.658,14552,13775,14187,17159,7262,7240,14372,14176
7.6,290.0700073,109184.5207,10480,9851.5,8551.5,9802.5,6335,6030,23165.5,20826
14.6304,364.2929993,419647.7289,12420.5,11282.5,11049,14096.5,8960,7532.5,17414.5,16558
17.4,480.3910217,1868220.469,9187,8462,7653,12198,8183,7083,13902,14297
9.4488,217.0010223,30364.52051,10284,9386,8831,15297,10584,8069.5,18228.5,17401.5
2.7432,518.1970215,406117.1422,12626,11431,11650,17834,11837,8381,16646,16144
8.5,221.0008087,989904.2688,15458,14819,14145,17199,7400,7459,20897,19564
17.7,272.2490234,2374593.144,12316.5,11693.5,11870,12375.5,6301,6198,19146.5,17594
2.7432,332.4450073,128945.7339,11184,10004,8928,15519,9892,7641,16839,16204
4.572,497.7020264,1100781.093,13390,12347,12953,13182,7702,7578,17648,17006
15.24,479.1170044,52418243.79,10810,9775.5,9896,18801.5,10380.5,7761,15715,15288.5
13.1,299.7409973,845423.3974,12663,11652,10758,11911,7093,7004,18051,16974
10.3632,439.590271,103283.4556,15628.5,14799,15693.5,18474,10472.5,9009,16131,15627
12.2,301.043335,479682.0843,11951,11126.5,10688.5,12822,6616.5,6343.5,23439.5,21429.5
9.1,143.4670105,336201.3301,9327.5,7860,6973,6762,5578.5,5336,21005.5,19542.5
2.3,14.9892416,71588.19631,9792,8264,7441,7587,5619,5592,22009,20008
8.2296,317.8880005,343982.9909,12433.5,11529.5,10634.5,12524.5,6824.5,6713.5,20544.5,19260
10.668,484.9609985,389943.967,16608,16139,16931,15183,7520,7441,17739,17047
19.812,176.8739929,869883.9955,12268,10472,9602,10706,7858,7104,20580,19367
33.5,432.7150269,1641012.275,14395,13232,13909,15099,7720,7723,14253,14001
3,209.4450073,3301427.601,11275.5,10175,9500,11142.5,6809.5,6621,18081.5,17404.5
7.3152,285.5809937,51930.53921,12859,11587.5,11872.5,13039.5,7709,7236,18694.5,17407
4.6,414.7160034,386401.5445,11947,11013.5,11063,14263.5,7856,7779,13570,13477.5
33.528,83.54000092,1886588.204,12331,11547,11111,12210,6023,6070,18436,17627
7.0104,339.0100098,402180.2497,16434,15962,16781.5,18162.5,7644.5,7521.5,18725,17899
15.5,272.1900024,177786.1175,10467,9545,8521,10181.5,6539,6322,22157,20251
6.7056,208.29422,3943185.773,18644.5,17395.5,17894,19699.5,8867.5,8762,20417.5,19112
9.144,290.6099854,1353780.959,13695,12630,11992,13987,7353,6729,18525,17888
15.24,234.5690002,545564.7557,15871,14457,14526.5,13733.5,7824,7550,19573.5,18591
6.096,281.5960083,192112.8109,16733,16116,16880.5,17720.5,8036.5,7967.5,15226,15003
5.4864,256.5985413,227139.2414,10535,9502,9151,13572,9505,7958,17865,16955
4.572,483.1119995,112105.7902,14143,13556,13900,15243.5,6944,7012.5,18746,17706
1.7,19.55999947,254498.1395,8722,7560,6812.5,6287.5,5444.5,5291.5,16790.5,16033
6.7,257.9571533,1361893.48,16380,14669,15302,17640,9415,8504,16595,16021
1.3,6.665976524,79392.88533,9729,9356,8106,16523,8593,7629,21238,19956
5.4864,497.9830017,1341464.391,12538,11454,11381,14420,8046,7959,17768,17074
